[0m
[[0;33m*[0m] Function [0;33mfprintf[0m tear down of [0;33mddp[0m

  401dd0:	13200004 	beqz	t9,401de4 <_ftext@@Base+0x194>
  40ef4c:	00002821 	move	a1,zero
  40ef50:	8f99812c 	lw	t9,-32468(gp)
  40ef54:	0320f809 	jalr	t9
  40ef58:	240600ff 	li	a2,255
  40ef5c:	8fbc0020 	lw	gp,32(sp)
  40ef60:	92130000 	lbu	s3,0(s0)
  40ef64:	00139a00 	sll	s3,s3,0x8
  40ef68:	92020001 	lbu	v0,1(s0)
  40ef6c:	00539825 	or	s3,v0,s3
  40ef70:	92140012 	lbu	s4,18(s0)
  40ef74:	0014a200 	sll	s4,s4,0x8
  40ef78:	92020013 	lbu	v0,19(s0)
  40ef7c:	0054a025 	or	s4,v0,s4
  40ef80:	3c150041 	lui	s5,0x41
  40ef84:	26b55490 	addiu	s5,s5,21648
  40ef88:	8f8280d0 	lw	v0,-32560(gp)
  40ef8c:	8c440000 	lw	a0,0(v0)
  40ef90:	24020780 	li	v0,1920
  40ef94:	afa20010 	sw	v0,16(sp)
  40ef98:	02a02821 	move	a1,s5
  40ef9c:	3c060041 	lui	a2,0x41
  40efa0:	24c654ac 	addiu	a2,a2,21676
  40efa4:	3c070041 	lui	a3,0x41
[31m  40efa8:	8f9981c0 	lw	t9,fprintf[0m
  40efac:	0320f809 	jalr	t9
  40efb0:	24e7596c 	addiu	a3,a3,22892
  40efb4:	8fbc0020 	lw	gp,32(sp)
  40efb8:	00131200 	sll	v0,s3,0x8
  40efbc:	3042ffff 	andi	v0,v0,0xffff
  40efc0:	00139a02 	srl	s3,s3,0x8
  40efc4:	00539825 	or	s3,v0,s3
  40efc8:	3402fdfd 	li	v0,0xfdfd
  40efcc:	1262000d 	beq	s3,v0,40f004 <landap_set_system_datetime@@Base+0x120>
  40efd0:	02a02821 	move	a1,s5
  40efd4:	8f8280d0 	lw	v0,-32560(gp)
  40efd8:	8c440000 	lw	a0,0(v0)
  40efdc:	24020784 	li	v0,1924
  40efe0:	afa20010 	sw	v0,16(sp)
  40efe4:	3c060041 	lui	a2,0x41
  40efe8:	24c654ac 	addiu	a2,a2,21676
  40efec:	3c070041 	lui	a3,0x41
[31m  40eff0:	8f9981c0 	lw	t9,fprintf[0m
  40eff4:	0320f809 	jalr	t9
  40eff8:	24e7596c 	addiu	a3,a3,22892
  40effc:	10000157 	b	40f55c <landap_set_system_datetime@@Base+0x678>
  40f000:	2402ffff 	li	v0,-1
  40f004:	00141200 	sll	v0,s4,0x8
  40f008:	3042ffff 	andi	v0,v0,0xffff
  40f00c:	0014a202 	srl	s4,s4,0x8
  40f010:	0054a025 	or	s4,v0,s4
  40f014:	24020001 	li	v0,1
  40f018:	1282000e 	beq	s4,v0,40f054 <landap_set_system_datetime@@Base+0x170>
  40f01c:	26040006 	addiu	a0,s0,6
  40f020:	8f8280d0 	lw	v0,-32560(gp)
  40f024:	8c440000 	lw	a0,0(v0)
  40f028:	2402078a 	li	v0,1930
  40f02c:	afa20010 	sw	v0,16(sp)
  40f030:	02a02821 	move	a1,s5
  40f034:	3c060041 	lui	a2,0x41
  40f038:	24c654ac 	addiu	a2,a2,21676
  40f03c:	3c070041 	lui	a3,0x41
[31m  40f040:	8f9981c0 	lw	t9,fprintf[0m
  40f044:	0320f809 	jalr	t9
  40f048:	24e7596c 	addiu	a3,a3,22892
  40f04c:	10000143 	b	40f55c <landap_set_system_datetime@@Base+0x678>
  40f050:	2402ffff 	li	v0,-1
  40f054:	24050006 	li	a1,6
  40f058:	8f8681ec 	lw	a2,-32276(gp)
  40f05c:	8f99828c 	lw	t9,-32116(gp)
  40f060:	0320f809 	jalr	t9
  40f064:	24070006 	li	a3,6
  40f068:	8fbc0020 	lw	gp,32(sp)
  40f06c:	1040000e 	beqz	v0,40f0a8 <landap_set_system_datetime@@Base+0x1c4>
  40f070:	2ad60026 	slti	s6,s6,38
  40f074:	8f8280d0 	lw	v0,-32560(gp)
  40f078:	8c440000 	lw	a0,0(v0)
  40f07c:	24020798 	li	v0,1944
  40f080:	afa20010 	sw	v0,16(sp)
  40f084:	02a02821 	move	a1,s5
  40f088:	3c060041 	lui	a2,0x41
  40f08c:	24c654ac 	addiu	a2,a2,21676
  40f090:	3c070041 	lui	a3,0x41
[31m  40f094:	8f9981c0 	lw	t9,fprintf[0m
  40f098:	0320f809 	jalr	t9
  40f09c:	24e7596c 	addiu	a3,a3,22892
--
  40f5cc:	a3a20030 	sb	v0,48(sp)
  40f5d0:	27a40031 	addiu	a0,sp,49
  40f5d4:	00002821 	move	a1,zero
  40f5d8:	8f99812c 	lw	t9,-32468(gp)
  40f5dc:	0320f809 	jalr	t9
  40f5e0:	240600ff 	li	a2,255
  40f5e4:	8fbc0020 	lw	gp,32(sp)
  40f5e8:	92130000 	lbu	s3,0(s0)
  40f5ec:	00139a00 	sll	s3,s3,0x8
  40f5f0:	92020001 	lbu	v0,1(s0)
  40f5f4:	00539825 	or	s3,v0,s3
  40f5f8:	92140012 	lbu	s4,18(s0)
  40f5fc:	0014a200 	sll	s4,s4,0x8
  40f600:	92020013 	lbu	v0,19(s0)
  40f604:	0054a025 	or	s4,v0,s4
  40f608:	3c150041 	lui	s5,0x41
  40f60c:	26b55490 	addiu	s5,s5,21648
  40f610:	8f8280d0 	lw	v0,-32560(gp)
  40f614:	8c440000 	lw	a0,0(v0)
  40f618:	24020703 	li	v0,1795
  40f61c:	afa20010 	sw	v0,16(sp)
  40f620:	02a02821 	move	a1,s5
  40f624:	3c060041 	lui	a2,0x41
  40f628:	24c654ac 	addiu	a2,a2,21676
  40f62c:	3c070041 	lui	a3,0x41
[31m  40f630:	8f9981c0 	lw	t9,fprintf[0m
  40f634:	0320f809 	jalr	t9
  40f638:	24e75988 	addiu	a3,a3,22920
  40f63c:	8fbc0020 	lw	gp,32(sp)
  40f640:	00131200 	sll	v0,s3,0x8
  40f644:	3042ffff 	andi	v0,v0,0xffff
  40f648:	00139a02 	srl	s3,s3,0x8
  40f64c:	00539825 	or	s3,v0,s3
  40f650:	3402fdfd 	li	v0,0xfdfd
  40f654:	1262000d 	beq	s3,v0,40f68c <landap_get_system_datetime@@Base+0x108>
  40f658:	02a02821 	move	a1,s5
  40f65c:	8f8280d0 	lw	v0,-32560(gp)
  40f660:	8c440000 	lw	a0,0(v0)
  40f664:	24020707 	li	v0,1799
  40f668:	afa20010 	sw	v0,16(sp)
  40f66c:	3c060041 	lui	a2,0x41
  40f670:	24c654ac 	addiu	a2,a2,21676
  40f674:	3c070041 	lui	a3,0x41
[31m  40f678:	8f9981c0 	lw	t9,fprintf[0m
  40f67c:	0320f809 	jalr	t9
  40f680:	24e75988 	addiu	a3,a3,22920
  40f684:	100000cf 	b	40f9c4 <landap_get_system_datetime@@Base+0x440>
  40f688:	2402ffff 	li	v0,-1
  40f68c:	00141200 	sll	v0,s4,0x8
  40f690:	3042ffff 	andi	v0,v0,0xffff
  40f694:	0014a202 	srl	s4,s4,0x8
  40f698:	0054a025 	or	s4,v0,s4
  40f69c:	24020001 	li	v0,1
  40f6a0:	1282000e 	beq	s4,v0,40f6dc <landap_get_system_datetime@@Base+0x158>
  40f6a4:	26040006 	addiu	a0,s0,6
  40f6a8:	8f8280d0 	lw	v0,-32560(gp)
  40f6ac:	8c440000 	lw	a0,0(v0)
  40f6b0:	2402070d 	li	v0,1805
  40f6b4:	afa20010 	sw	v0,16(sp)
  40f6b8:	02a02821 	move	a1,s5
  40f6bc:	3c060041 	lui	a2,0x41
  40f6c0:	24c654ac 	addiu	a2,a2,21676
  40f6c4:	3c070041 	lui	a3,0x41
[31m  40f6c8:	8f9981c0 	lw	t9,fprintf[0m
  40f6cc:	0320f809 	jalr	t9
  40f6d0:	24e75988 	addiu	a3,a3,22920
  40f6d4:	100000bb 	b	40f9c4 <landap_get_system_datetime@@Base+0x440>
  40f6d8:	2402ffff 	li	v0,-1
  40f6dc:	24050006 	li	a1,6
  40f6e0:	8f8681ec 	lw	a2,-32276(gp)
  40f6e4:	8f99828c 	lw	t9,-32116(gp)
  40f6e8:	0320f809 	jalr	t9
  40f6ec:	24070006 	li	a3,6
  40f6f0:	8fbc0020 	lw	gp,32(sp)
  40f6f4:	1040000e 	beqz	v0,40f730 <landap_get_system_datetime@@Base+0x1ac>
  40f6f8:	2ad6007a 	slti	s6,s6,122
  40f6fc:	8f8280d0 	lw	v0,-32560(gp)
  40f700:	8c440000 	lw	a0,0(v0)
  40f704:	2402071b 	li	v0,1819
  40f708:	afa20010 	sw	v0,16(sp)
  40f70c:	02a02821 	move	a1,s5
  40f710:	3c060041 	lui	a2,0x41
  40f714:	24c654ac 	addiu	a2,a2,21676
  40f718:	3c070041 	lui	a3,0x41
[31m  40f71c:	8f9981c0 	lw	t9,fprintf[0m
  40f720:	0320f809 	jalr	t9
  40f724:	24e75988 	addiu	a3,a3,22920
--
  40fa10:	3c1c0043 	lui	gp,0x43
  40fa14:	279ce140 	addiu	gp,gp,-7872
  40fa18:	afbc0018 	sw	gp,24(sp)
  40fa1c:	00808021 	move	s0,a0
  40fa20:	00a0b021 	move	s6,a1
  40fa24:	00c0a821 	move	s5,a2
  40fa28:	afa00020 	sw	zero,32(sp)
  40fa2c:	90910000 	lbu	s1,0(a0)
  40fa30:	00118a00 	sll	s1,s1,0x8
  40fa34:	90820001 	lbu	v0,1(a0)
  40fa38:	00518825 	or	s1,v0,s1
  40fa3c:	90930012 	lbu	s3,18(a0)
  40fa40:	00139a00 	sll	s3,s3,0x8
  40fa44:	90820013 	lbu	v0,19(a0)
  40fa48:	00539825 	or	s3,v0,s3
  40fa4c:	3c140041 	lui	s4,0x41
  40fa50:	26945490 	addiu	s4,s4,21648
  40fa54:	8f8280d0 	lw	v0,-32560(gp)
  40fa58:	8c440000 	lw	a0,0(v0)
  40fa5c:	240206a3 	li	v0,1699
  40fa60:	afa20010 	sw	v0,16(sp)
  40fa64:	02802821 	move	a1,s4
  40fa68:	3c060041 	lui	a2,0x41
  40fa6c:	24c654ac 	addiu	a2,a2,21676
  40fa70:	3c070041 	lui	a3,0x41
[31m  40fa74:	8f9981c0 	lw	t9,fprintf[0m
  40fa78:	0320f809 	jalr	t9
  40fa7c:	24e759a4 	addiu	a3,a3,22948
  40fa80:	8fbc0018 	lw	gp,24(sp)
  40fa84:	00111200 	sll	v0,s1,0x8
  40fa88:	3042ffff 	andi	v0,v0,0xffff
  40fa8c:	00118a02 	srl	s1,s1,0x8
  40fa90:	00518825 	or	s1,v0,s1
  40fa94:	3402fdfd 	li	v0,0xfdfd
  40fa98:	1222000d 	beq	s1,v0,40fad0 <landap_factory_reset@@Base+0xe4>
  40fa9c:	02802821 	move	a1,s4
  40faa0:	8f8280d0 	lw	v0,-32560(gp)
  40faa4:	8c440000 	lw	a0,0(v0)
  40faa8:	240206a7 	li	v0,1703
  40faac:	afa20010 	sw	v0,16(sp)
  40fab0:	3c060041 	lui	a2,0x41
  40fab4:	24c654ac 	addiu	a2,a2,21676
  40fab8:	3c070041 	lui	a3,0x41
[31m  40fabc:	8f9981c0 	lw	t9,fprintf[0m
  40fac0:	0320f809 	jalr	t9
  40fac4:	24e759a4 	addiu	a3,a3,22948
  40fac8:	10000078 	b	40fcac <landap_factory_reset@@Base+0x2c0>
  40facc:	2402ffff 	li	v0,-1
  40fad0:	00131200 	sll	v0,s3,0x8
  40fad4:	3042ffff 	andi	v0,v0,0xffff
  40fad8:	00139a02 	srl	s3,s3,0x8
  40fadc:	00539825 	or	s3,v0,s3
  40fae0:	24020001 	li	v0,1
  40fae4:	1262000e 	beq	s3,v0,40fb20 <landap_factory_reset@@Base+0x134>
  40fae8:	26040006 	addiu	a0,s0,6
  40faec:	8f8280d0 	lw	v0,-32560(gp)
  40faf0:	8c440000 	lw	a0,0(v0)
  40faf4:	240206ad 	li	v0,1709
  40faf8:	afa20010 	sw	v0,16(sp)
  40fafc:	02802821 	move	a1,s4
  40fb00:	3c060041 	lui	a2,0x41
  40fb04:	24c654ac 	addiu	a2,a2,21676
  40fb08:	3c070041 	lui	a3,0x41
[31m  40fb0c:	8f9981c0 	lw	t9,fprintf[0m
  40fb10:	0320f809 	jalr	t9
  40fb14:	24e759a4 	addiu	a3,a3,22948
  40fb18:	10000064 	b	40fcac <landap_factory_reset@@Base+0x2c0>
  40fb1c:	2402ffff 	li	v0,-1
  40fb20:	24050006 	li	a1,6
  40fb24:	8f8681ec 	lw	a2,-32276(gp)
  40fb28:	8f99828c 	lw	t9,-32116(gp)
  40fb2c:	0320f809 	jalr	t9
  40fb30:	24070006 	li	a3,6
  40fb34:	8fbc0018 	lw	gp,24(sp)
  40fb38:	1040000e 	beqz	v0,40fb74 <landap_factory_reset@@Base+0x188>
  40fb3c:	2ab50026 	slti	s5,s5,38
  40fb40:	8f8280d0 	lw	v0,-32560(gp)
  40fb44:	8c440000 	lw	a0,0(v0)
  40fb48:	240206bb 	li	v0,1723
  40fb4c:	afa20010 	sw	v0,16(sp)
  40fb50:	02802821 	move	a1,s4
  40fb54:	3c060041 	lui	a2,0x41
  40fb58:	24c654ac 	addiu	a2,a2,21676
  40fb5c:	3c070041 	lui	a3,0x41
[31m  40fb60:	8f9981c0 	lw	t9,fprintf[0m
  40fb64:	0320f809 	jalr	t9
  40fb68:	24e759a4 	addiu	a3,a3,22948
--
  40fd38:	00002821 	move	a1,zero
  40fd3c:	8f99812c 	lw	t9,-32468(gp)
  40fd40:	0320f809 	jalr	t9
  40fd44:	240600ff 	li	a2,255
  40fd48:	8fbc0018 	lw	gp,24(sp)
  40fd4c:	afa00138 	sw	zero,312(sp)
  40fd50:	a3a00150 	sb	zero,336(sp)
  40fd54:	92130000 	lbu	s3,0(s0)
  40fd58:	00139a00 	sll	s3,s3,0x8
  40fd5c:	92020001 	lbu	v0,1(s0)
  40fd60:	00539825 	or	s3,v0,s3
  40fd64:	92140012 	lbu	s4,18(s0)
  40fd68:	0014a200 	sll	s4,s4,0x8
  40fd6c:	92020013 	lbu	v0,19(s0)
  40fd70:	0054a025 	or	s4,v0,s4
  40fd74:	3c150041 	lui	s5,0x41
  40fd78:	26b55490 	addiu	s5,s5,21648
  40fd7c:	8f8280d0 	lw	v0,-32560(gp)
  40fd80:	8c440000 	lw	a0,0(v0)
  40fd84:	240204f8 	li	v0,1272
  40fd88:	afa20010 	sw	v0,16(sp)
  40fd8c:	02a02821 	move	a1,s5
  40fd90:	3c060041 	lui	a2,0x41
  40fd94:	24c654ac 	addiu	a2,a2,21676
  40fd98:	3c070041 	lui	a3,0x41
[31m  40fd9c:	8f9981c0 	lw	t9,fprintf[0m
  40fda0:	0320f809 	jalr	t9
  40fda4:	24e759bc 	addiu	a3,a3,22972
  40fda8:	8fbc0018 	lw	gp,24(sp)
  40fdac:	00131200 	sll	v0,s3,0x8
  40fdb0:	3042ffff 	andi	v0,v0,0xffff
  40fdb4:	00139a02 	srl	s3,s3,0x8
  40fdb8:	00539825 	or	s3,v0,s3
  40fdbc:	3402fdfd 	li	v0,0xfdfd
  40fdc0:	1262000d 	beq	s3,v0,40fdf8 <landap_set_wifi_info@@Base+0x124>
  40fdc4:	02a02821 	move	a1,s5
  40fdc8:	8f8280d0 	lw	v0,-32560(gp)
  40fdcc:	8c440000 	lw	a0,0(v0)
  40fdd0:	240204fc 	li	v0,1276
  40fdd4:	afa20010 	sw	v0,16(sp)
  40fdd8:	3c060041 	lui	a2,0x41
  40fddc:	24c654ac 	addiu	a2,a2,21676
  40fde0:	3c070041 	lui	a3,0x41
[31m  40fde4:	8f9981c0 	lw	t9,fprintf[0m
  40fde8:	0320f809 	jalr	t9
  40fdec:	24e759bc 	addiu	a3,a3,22972
  40fdf0:	10000353 	b	410b40 <landap_set_wifi_info@@Base+0xe6c>
  40fdf4:	2402ffff 	li	v0,-1
  40fdf8:	00141200 	sll	v0,s4,0x8
  40fdfc:	3042ffff 	andi	v0,v0,0xffff
  40fe00:	0014a202 	srl	s4,s4,0x8
  40fe04:	0054a025 	or	s4,v0,s4
  40fe08:	24020001 	li	v0,1
  40fe0c:	1282000c 	beq	s4,v0,40fe40 <landap_set_wifi_info@@Base+0x16c>
  40fe10:	3c060041 	lui	a2,0x41
  40fe14:	8f8280d0 	lw	v0,-32560(gp)
  40fe18:	8c440000 	lw	a0,0(v0)
  40fe1c:	24020502 	li	v0,1282
  40fe20:	afa20010 	sw	v0,16(sp)
  40fe24:	24c654ac 	addiu	a2,a2,21676
  40fe28:	3c070041 	lui	a3,0x41
[31m  40fe2c:	8f9981c0 	lw	t9,fprintf[0m
  40fe30:	0320f809 	jalr	t9
  40fe34:	24e759bc 	addiu	a3,a3,22972
  40fe38:	10000341 	b	410b40 <landap_set_wifi_info@@Base+0xe6c>
  40fe3c:	2402ffff 	li	v0,-1
  40fe40:	26040006 	addiu	a0,s0,6
  40fe44:	24050006 	li	a1,6
  40fe48:	8f8681ec 	lw	a2,-32276(gp)
  40fe4c:	8f99828c 	lw	t9,-32116(gp)
  40fe50:	0320f809 	jalr	t9
  40fe54:	24070006 	li	a3,6
  40fe58:	8fbc0018 	lw	gp,24(sp)
  40fe5c:	1040000e 	beqz	v0,40fe98 <landap_set_wifi_info@@Base+0x1c4>
  40fe60:	2ad60026 	slti	s6,s6,38
  40fe64:	8f8280d0 	lw	v0,-32560(gp)
  40fe68:	8c440000 	lw	a0,0(v0)
  40fe6c:	24020510 	li	v0,1296
  40fe70:	afa20010 	sw	v0,16(sp)
  40fe74:	02a02821 	move	a1,s5
  40fe78:	3c060041 	lui	a2,0x41
  40fe7c:	24c654ac 	addiu	a2,a2,21676
  40fe80:	3c070041 	lui	a3,0x41
[31m  40fe84:	8f9981c0 	lw	t9,fprintf[0m
  40fe88:	0320f809 	jalr	t9
  40fe8c:	24e759bc 	addiu	a3,a3,22972
--
  410bb4:	00002821 	move	a1,zero
  410bb8:	8f99812c 	lw	t9,-32468(gp)
  410bbc:	0320f809 	jalr	t9
  410bc0:	240600ff 	li	a2,255
  410bc4:	8fbc0018 	lw	gp,24(sp)
  410bc8:	a3a00120 	sb	zero,288(sp)
  410bcc:	a3a00121 	sb	zero,289(sp)
  410bd0:	92130000 	lbu	s3,0(s0)
  410bd4:	00139a00 	sll	s3,s3,0x8
  410bd8:	92020001 	lbu	v0,1(s0)
  410bdc:	00539825 	or	s3,v0,s3
  410be0:	92140012 	lbu	s4,18(s0)
  410be4:	0014a200 	sll	s4,s4,0x8
  410be8:	92020013 	lbu	v0,19(s0)
  410bec:	0054a025 	or	s4,v0,s4
  410bf0:	3c150041 	lui	s5,0x41
  410bf4:	26b55490 	addiu	s5,s5,21648
  410bf8:	8f8280d0 	lw	v0,-32560(gp)
  410bfc:	8c440000 	lw	a0,0(v0)
  410c00:	2402031e 	li	v0,798
  410c04:	afa20010 	sw	v0,16(sp)
  410c08:	02a02821 	move	a1,s5
  410c0c:	3c060041 	lui	a2,0x41
  410c10:	24c654ac 	addiu	a2,a2,21676
  410c14:	3c070041 	lui	a3,0x41
[31m  410c18:	8f9981c0 	lw	t9,fprintf[0m
  410c1c:	0320f809 	jalr	t9
  410c20:	24e75a08 	addiu	a3,a3,23048
  410c24:	8fbc0018 	lw	gp,24(sp)
  410c28:	00131200 	sll	v0,s3,0x8
  410c2c:	3042ffff 	andi	v0,v0,0xffff
  410c30:	00139a02 	srl	s3,s3,0x8
  410c34:	00539825 	or	s3,v0,s3
  410c38:	3402fdfd 	li	v0,0xfdfd
  410c3c:	1262000d 	beq	s3,v0,410c74 <landap_get_network_adv_info@@Base+0x10c>
  410c40:	02a02821 	move	a1,s5
  410c44:	8f8280d0 	lw	v0,-32560(gp)
  410c48:	8c440000 	lw	a0,0(v0)
  410c4c:	24020322 	li	v0,802
  410c50:	afa20010 	sw	v0,16(sp)
  410c54:	3c060041 	lui	a2,0x41
  410c58:	24c654ac 	addiu	a2,a2,21676
  410c5c:	3c070041 	lui	a3,0x41
[31m  410c60:	8f9981c0 	lw	t9,fprintf[0m
  410c64:	0320f809 	jalr	t9
  410c68:	24e75a08 	addiu	a3,a3,23048
  410c6c:	10000108 	b	411090 <landap_get_network_adv_info@@Base+0x528>
  410c70:	2402ffff 	li	v0,-1
  410c74:	00141200 	sll	v0,s4,0x8
  410c78:	3042ffff 	andi	v0,v0,0xffff
  410c7c:	0014a202 	srl	s4,s4,0x8
  410c80:	0054a025 	or	s4,v0,s4
  410c84:	24020001 	li	v0,1
  410c88:	1282000e 	beq	s4,v0,410cc4 <landap_get_network_adv_info@@Base+0x15c>
  410c8c:	26040006 	addiu	a0,s0,6
  410c90:	8f8280d0 	lw	v0,-32560(gp)
  410c94:	8c440000 	lw	a0,0(v0)
  410c98:	24020328 	li	v0,808
  410c9c:	afa20010 	sw	v0,16(sp)
  410ca0:	02a02821 	move	a1,s5
  410ca4:	3c060041 	lui	a2,0x41
  410ca8:	24c654ac 	addiu	a2,a2,21676
  410cac:	3c070041 	lui	a3,0x41
[31m  410cb0:	8f9981c0 	lw	t9,fprintf[0m
  410cb4:	0320f809 	jalr	t9
  410cb8:	24e75a08 	addiu	a3,a3,23048
  410cbc:	100000f4 	b	411090 <landap_get_network_adv_info@@Base+0x528>
  410cc0:	2402ffff 	li	v0,-1
  410cc4:	24050006 	li	a1,6
  410cc8:	8f8681ec 	lw	a2,-32276(gp)
  410ccc:	8f99828c 	lw	t9,-32116(gp)
  410cd0:	0320f809 	jalr	t9
  410cd4:	24070006 	li	a3,6
  410cd8:	8fbc0018 	lw	gp,24(sp)
  410cdc:	1040000e 	beqz	v0,410d18 <landap_get_network_adv_info@@Base+0x1b0>
  410ce0:	2ad60223 	slti	s6,s6,547
  410ce4:	8f8280d0 	lw	v0,-32560(gp)
  410ce8:	8c440000 	lw	a0,0(v0)
  410cec:	24020336 	li	v0,822
  410cf0:	afa20010 	sw	v0,16(sp)
  410cf4:	02a02821 	move	a1,s5
  410cf8:	3c060041 	lui	a2,0x41
  410cfc:	24c654ac 	addiu	a2,a2,21676
  410d00:	3c070041 	lui	a3,0x41
[31m  410d04:	8f9981c0 	lw	t9,fprintf[0m
  410d08:	0320f809 	jalr	t9
  410d0c:	24e75a08 	addiu	a3,a3,23048
--
  411164:	a3a20268 	sb	v0,616(sp)
  411168:	27a40269 	addiu	a0,sp,617
  41116c:	00002821 	move	a1,zero
  411170:	8f99812c 	lw	t9,-32468(gp)
  411174:	0320f809 	jalr	t9
  411178:	240600ff 	li	a2,255
  41117c:	8fbc0018 	lw	gp,24(sp)
  411180:	92320000 	lbu	s2,0(s1)
  411184:	00129200 	sll	s2,s2,0x8
  411188:	92220001 	lbu	v0,1(s1)
  41118c:	00529025 	or	s2,v0,s2
  411190:	92330012 	lbu	s3,18(s1)
  411194:	00139a00 	sll	s3,s3,0x8
  411198:	92220013 	lbu	v0,19(s1)
  41119c:	00539825 	or	s3,v0,s3
  4111a0:	3c140041 	lui	s4,0x41
  4111a4:	26945490 	addiu	s4,s4,21648
  4111a8:	8f8280d0 	lw	v0,-32560(gp)
  4111ac:	8c440000 	lw	a0,0(v0)
  4111b0:	2402023f 	li	v0,575
  4111b4:	afa20010 	sw	v0,16(sp)
  4111b8:	02802821 	move	a1,s4
  4111bc:	3c060041 	lui	a2,0x41
  4111c0:	24c654ac 	addiu	a2,a2,21676
  4111c4:	3c070041 	lui	a3,0x41
[31m  4111c8:	8f9981c0 	lw	t9,fprintf[0m
  4111cc:	0320f809 	jalr	t9
  4111d0:	24e75a40 	addiu	a3,a3,23104
  4111d4:	8fbc0018 	lw	gp,24(sp)
  4111d8:	00121200 	sll	v0,s2,0x8
  4111dc:	3042ffff 	andi	v0,v0,0xffff
  4111e0:	00129202 	srl	s2,s2,0x8
  4111e4:	00529025 	or	s2,v0,s2
  4111e8:	3402fdfd 	li	v0,0xfdfd
  4111ec:	1242000d 	beq	s2,v0,411224 <landap_change_admin_id_pwd@@Base+0x16c>
  4111f0:	02802821 	move	a1,s4
  4111f4:	8f8280d0 	lw	v0,-32560(gp)
  4111f8:	8c440000 	lw	a0,0(v0)
  4111fc:	24020243 	li	v0,579
  411200:	afa20010 	sw	v0,16(sp)
  411204:	3c060041 	lui	a2,0x41
  411208:	24c654ac 	addiu	a2,a2,21676
  41120c:	3c070041 	lui	a3,0x41
[31m  411210:	8f9981c0 	lw	t9,fprintf[0m
  411214:	0320f809 	jalr	t9
  411218:	24e75a40 	addiu	a3,a3,23104
  41121c:	100000b0 	b	4114e0 <landap_change_admin_id_pwd@@Base+0x428>
  411220:	2402ffff 	li	v0,-1
  411224:	00131200 	sll	v0,s3,0x8
  411228:	3042ffff 	andi	v0,v0,0xffff
  41122c:	00139a02 	srl	s3,s3,0x8
  411230:	00539825 	or	s3,v0,s3
  411234:	24020001 	li	v0,1
  411238:	1262000e 	beq	s3,v0,411274 <landap_change_admin_id_pwd@@Base+0x1bc>
  41123c:	24050006 	li	a1,6
  411240:	8f8280d0 	lw	v0,-32560(gp)
  411244:	8c440000 	lw	a0,0(v0)
  411248:	24020249 	li	v0,585
  41124c:	afa20010 	sw	v0,16(sp)
  411250:	02802821 	move	a1,s4
  411254:	3c060041 	lui	a2,0x41
  411258:	24c654ac 	addiu	a2,a2,21676
  41125c:	3c070041 	lui	a3,0x41
[31m  411260:	8f9981c0 	lw	t9,fprintf[0m
  411264:	0320f809 	jalr	t9
  411268:	24e75a40 	addiu	a3,a3,23104
  41126c:	1000009c 	b	4114e0 <landap_change_admin_id_pwd@@Base+0x428>
  411270:	2402ffff 	li	v0,-1
  411274:	26240006 	addiu	a0,s1,6
  411278:	8f8681ec 	lw	a2,-32276(gp)
  41127c:	8f99828c 	lw	t9,-32116(gp)
  411280:	0320f809 	jalr	t9
  411284:	24070006 	li	a3,6
  411288:	8fbc0018 	lw	gp,24(sp)
  41128c:	1040000e 	beqz	v0,4112c8 <landap_change_admin_id_pwd@@Base+0x210>
  411290:	2ab50026 	slti	s5,s5,38
  411294:	8f8280d0 	lw	v0,-32560(gp)
  411298:	8c440000 	lw	a0,0(v0)
  41129c:	24020255 	li	v0,597
  4112a0:	afa20010 	sw	v0,16(sp)
  4112a4:	02802821 	move	a1,s4
  4112a8:	3c060041 	lui	a2,0x41
  4112ac:	24c654ac 	addiu	a2,a2,21676
  4112b0:	3c070041 	lui	a3,0x41
[31m  4112b4:	8f9981c0 	lw	t9,fprintf[0m
  4112b8:	0320f809 	jalr	t9
  4112bc:	24e75a40 	addiu	a3,a3,23104
--
  411574:	a3a20120 	sb	v0,288(sp)
  411578:	27a40121 	addiu	a0,sp,289
  41157c:	00002821 	move	a1,zero
  411580:	8f99812c 	lw	t9,-32468(gp)
  411584:	0320f809 	jalr	t9
  411588:	240600ff 	li	a2,255
  41158c:	8fbc0018 	lw	gp,24(sp)
  411590:	92130000 	lbu	s3,0(s0)
  411594:	00139a00 	sll	s3,s3,0x8
  411598:	92020001 	lbu	v0,1(s0)
  41159c:	00539825 	or	s3,v0,s3
  4115a0:	92140012 	lbu	s4,18(s0)
  4115a4:	0014a200 	sll	s4,s4,0x8
  4115a8:	92020013 	lbu	v0,19(s0)
  4115ac:	0054a025 	or	s4,v0,s4
  4115b0:	3c150041 	lui	s5,0x41
  4115b4:	26b55490 	addiu	s5,s5,21648
  4115b8:	8f8280d0 	lw	v0,-32560(gp)
  4115bc:	8c440000 	lw	a0,0(v0)
  4115c0:	240201cc 	li	v0,460
  4115c4:	afa20010 	sw	v0,16(sp)
  4115c8:	02a02821 	move	a1,s5
  4115cc:	3c060041 	lui	a2,0x41
  4115d0:	24c654ac 	addiu	a2,a2,21676
  4115d4:	3c070041 	lui	a3,0x41
[31m  4115d8:	8f9981c0 	lw	t9,fprintf[0m
  4115dc:	0320f809 	jalr	t9
  4115e0:	24e75a5c 	addiu	a3,a3,23132
